year,naics_name,naics,soc_name,soc,num_ppl,num_ppl_moe,avg_wage,avg_wage_moe
2014,"Electric lighting & electrical equipment manufacturing, & other electrical component manufacturing, n.e.c.","335M","Computer programmers","151131",595,325.944,81929.9,25355.2
2014,"Insurance carriers & related activities","524","Computer programmers","151131",25516,3268.08,82196.5,3149.33
2014,"Computer Systems Design","5415","Computer programmers","151131",123742,6996.93,82309.9,3640.23
2014,"Furniture & home furnishings stores","442","Computer programmers","151131",754,561.811,82320.4,22614.6
2014,"Offices of physicians","6211","Computer programmers","151131",1206,744.168,82722.6,10762.2
2014,"Management, scientific & technical consulting services","5416","Computer programmers","151131",11866,2362.45,83050.3,5891.54
2014,"Management of companies & enterprises","55","Computer programmers","151131",750,458.019,83617.3,16528.4
2014,"Management of companies & enterprises","55","Computer programmers","151131",750,458.019,83617.3,16528.4
2014,"Travel arrangements & reservation services","5615","Computer programmers","151131",2451,1067.98,83739.9,11310.3
2014,"Legal services","5411","Computer programmers","151131",498,487.01,83938.2,35063.5
2014,"Electronic shopping","454111","Computer programmers","151131",1580,855.68,84620.3,17292.4
2014,"Construction, & mining & oil & gas field machinery manufacturing ","3331M","Computer programmers","151131",710,440.459,84834.7,24442.9
2014,"Periodical, book, & directory publishers","5111Z","Computer programmers","151131",2518,967.144,85000.5,11256.7
2014,"Telecommunications, except wired telecommunications carriers ","517Z","Computer programmers","151131",3072,905.917,85446.6,12879.3
2014,"Plastics product manufacturing","3261","Computer programmers","151131",854,514.027,85756.3,9625.01
2014,"Justice, public order, & safety activities ","92MP","Computer programmers","151131",1622,638.864,85778.9,17618.2
2014,"Amusement & Recreation","713Z","Computer programmers","151131",969,531.158,85917.0,29537.6
2014,"Other health care services","621M","Computer programmers","151131",2550,999.269,86255.5,9576.71
2014,"Wired telecommunications carriers","5171","Computer programmers","151131",3974,1036.25,86633.3,10707.1
2014,"Communications, & audio & video equipment manufacturing","334M1","Computer programmers","151131",920,481.898,86889.8,16436.7
2014,"Couriers & messengers","492","Computer programmers","151131",2959,1055.83,87312.8,5670.84
2014,"Software publishing","5112","Computer programmers","151131",5903,1670.21,87821.6,11825.5
2014,"Miscellaneous fabricated metal products manufacturing","332MZ","Computer programmers","151131",704,430.189,87910.6,43066.7
2014,"Construction","23","Computer programmers","151131",2278,1142.29,88252.7,17816.3
2014,"Construction","23","Computer programmers","151131",2278,1142.29,88252.7,17816.3
2014,"Construction","23","Computer programmers","151131",2278,1142.29,88252.7,17816.3
2014,"Public finance activities","92113","Computer programmers","151131",1697,654.033,89311.9,6992.59
2014,"Home health care services","6216","Computer programmers","151131",940,782.129,89426.9,14900.5
2014,"Medical equipment & supplies manufacturing","3391","Computer programmers","151131",2158,824.629,89582.5,25275.6
2014,"Restaurants & Food Services","722Z","Computer programmers","151131",787,473.732,89776.7,22853.0
2014,"Pharmacies & drug stores","44611","Computer programmers","151131",497,334.91,90630.4,27665.4
2014,"Electronic component & product manufacturing, n.e.c. ","334M2","Computer programmers","151131",4744,1276.91,91539.8,20175.8
2014,"Clothing stores","4481","Computer programmers","151131",784,682.325,91663.8,20714.6
2014,"Pharmaceutical & medicine manufacturing","3254","Computer programmers","151131",2720,1044.41,92191.5,15487.4
2014,"Health & personal care, except drug, stores ","446Z","Computer programmers","151131",614,455.365,92755.4,25690.8
2014,"Aerospace products & parts manufacturing","33641M2","Computer programmers","151131",2306,861.464,93064.2,12079.7
2014,"Internet publishing, broadcasting & web search portals","51913","Computer programmers","151131",3431,1002.92,93431.7,23600.5
2014,"Motion pictures & video industries","5121","Computer programmers","151131",1144,1047.04,95877.1,34377.7
2014,"Electric power generation, transmission & distribution","2211P","Computer programmers","151131",3921,1363.93,97869.9,11791.8
2014,"Commercial & service industry machinery manufacturing","3333","Computer programmers","151131",2203,1209.3,99271.2,55568.7
2014,"Natural gas distribution","2212P","Computer programmers","151131",388,299.551,100341.0,14307.9
2014,"Nondepository credit & related activities","522M","Computer programmers","151131",7538,1586.98,101422.0,14078.8
2014,"Banking & related activities","52M1","Computer programmers","151131",12845,2556.52,102049.0,6152.06
2014,"Computer & peripheral equipment manufacturing","3341","Computer programmers","151131",3229,1046.34,107524.0,16286.1
2014,"Aircraft & parts manufacturing","33641M1","Computer programmers","151131",3264,1259.52,110690.0,34002.1
2014,"Petroleum refining","32411","Computer programmers","151131",964,857.403,112084.0,12040.9
2014,"Securities, commodities, funds, trusts & other financial investments","52M2","Computer programmers","151131",9824,2195.18,112528.0,13755.6
2014,"Employment services","5613","Computer programmers","151131",1901,751.303,113901.0,35207.4
2014,"Other information services, except libraries & archives, & internet publishing & broadcasting & web search portals","5191ZM","Computer programmers","151131",1895,807.163,144747.0,42552.8
