year,soc_name,soc,avg_wage,avg_wage_moe,avg_wage_rank
2016,"Court, municipal, & license clerks","434031",40451.1,1853.45,286.0
2016,"Extruding & drawing machine setters, operators, & tenders, metal & plastic","514021",40442.4,3204.56,287.0
2014,"Sheet metal workers","472211",40420.0,1186.86,273.0
2015,"Forging machine setters, operators, & tenders, metal & plastic","514022",40400.9,3882.5,276.0
2016,"Cargo & freight agents","435011",40382.1,2903.32,288.0
2014,"Firstline supervisors of personal service workers","391021",40374.1,4092.19,274.0
2015,"Payroll & timekeeping clerks","433051",40373.7,1163.33,277.0
2016,"Photographic process workers & processing machine operators","519151",40332.0,4859.85,289.0
2014,"Recreational therapists","291125",40320.8,4619.73,275.0
2016,"Painting workers","519120",40314.8,1748.66,290.0
2014,"Miscellaneous installation, maintenance, & repair workers, including wind turbine service technicians","4990XX",40297.1,1167.97,276.0
2016,"Opticians, dispensing","292081",40283.2,3915.57,291.0
2016,"Miscellaneous office & administrative support workers, including desktop publishers","439XXX",40245.6,694.78,292.0
2015,"Glaziers","472121",40167.4,2818.66,278.0
2014,"Prepress technicians & workers","515111",40163.7,13762.8,277.0
2016,"Recreational therapists","291125",40111.4,4109.91,293.0
2014,"Paving, surfacing, & tamping equipment operators","472071",40059.8,5449.93,278.0
2014,"Welding, soldering, & brazing workers","514120",40033.1,655.662,279.0
2015,"Driver/sales workers & truck drivers","533030",40001.3,355.081,279.0
2015,"Electronic home entertainment equipment installers & repairers","492097",39993.9,3107.93,280.0
2016,"Insurance claims & policy processing clerks","439041",39907.4,869.528,294.0
2015,"Engine & other machine assemblers","512031",39901.5,3654.02,281.0
2016,"Dispatchers","435030",39786.4,907.011,295.0
2015,"Highway maintenance workers","474051",39700.7,1412.65,282.0
2016,"Medical records & health information technicians","292071",39525.7,1351.7,296.0
2015,"Dredge, excavating, & loading machine operators","537030",39507.8,2864.38,283.0
2016,"Miscellaneous media & communication workers","273090",39426.4,2434.53,297.0
2016,"Directors, religious activities & education","212021",39371.1,3129.98,298.0
2014,"Forging machine setters, operators, & tenders, metal & plastic","514022",39242.4,2655.55,280.0
2014,"Human resources assistants, except payroll & timekeeping","434161",39228.1,2324.9,281.0
2015,"Dispatchers","435030",39197.2,1003.45,284.0
2015,"Occupational therapy assistants & aides","312010",39188.6,2283.87,285.0
2016,"Electronic home entertainment equipment installers & repairers","492097",39148.8,2980.93,299.0
2016,"Hazardous materials removal workers","474041",39137.4,3214.11,300.0
2015,"Medical records & health information technicians","292071",39038.9,1478.33,286.0
2016,"Highway maintenance workers","474051",38967.2,1727.2,301.0
2016,"Conveyor operators & tenders, & hoist & winch operators","5370XX",38926.2,4699.62,302.0
2015,"Structural metal fabricators & fitters","512041",38881.6,3252.61,287.0
2015,"Miscellaneous office & administrative support workers, including desktop publishers","439XXX",38852.1,828.509,288.0
2014,"Structural metal fabricators & fitters","512041",38808.1,3276.92,282.0
2014,"New accounts clerks","434141",38789.9,3354.72,283.0
2014,"Travel agents","413041",38752.0,2278.88,284.0
2016,"Rolling machine setters, operators, & tenders, metal & plastic","514023",38719.3,4110.12,303.0
2016,"Miscellaneous material moving workers, including mine shuttle car operators, & tank car, truck, & ship loaders","5371XX",38716.0,4022.44,304.0
2014,"Driver/sales workers & truck drivers","533030",38695.6,381.092,285.0
2016,"Miscellaneous transportation workers, including bridge & lock tenders & traffic technicians","5360XX",38688.4,4186.3,305.0
2015,"Opticians, dispensing","292081",38687.5,3330.86,289.0
2014,"Electronic home entertainment equipment installers & repairers","492097",38685.9,2515.78,286.0
2015,"Insurance claims & policy processing clerks","439041",38681.9,835.198,290.0
2014,"Extruding & drawing machine setters, operators, & tenders, metal & plastic","514021",38661.5,3201.9,287.0
2016,"Automotive service technicians & mechanics","493023",38600.5,552.672,306.0
2014,"Miscellaneous life, physical, & social science technicians, including social science research assistants","1940YY",38595.9,2040.31,288.0
2015,"Directors, religious activities & education","212021",38595.6,2131.37,291.0
2015,"Firstline supervisors of housekeeping & janitorial workers","371011",38558.1,1840.05,292.0
2014,"Automotive body & related repairers","493021",38543.7,1511.29,289.0
2014,"Payroll & timekeeping clerks","433051",38522.6,1352.61,290.0
2014,"Firstline supervisors of housekeeping & janitorial workers","371011",38472.9,1484.87,291.0
2015,"Cargo & freight agents","435011",38394.5,2616.55,293.0
2015,"Crushing, grinding, polishing, mixing, & blending workers","519020",38369.8,1999.91,294.0
2015,"Automotive service technicians & mechanics","493023",38367.0,654.248,295.0
2014,"Dispatchers","435030",38356.8,1156.33,292.0
2016,"Weighers, measurers, checkers, & samplers, recordkeeping","435111",38303.5,4534.39,307.0
2014,"Glaziers","472121",38269.4,2339.45,293.0
2016,"Crushing, grinding, polishing, mixing, & blending workers","519020",38268.2,2373.76,308.0
2015,"Firstline supervisors of personal service workers","391021",38237.2,2769.6,296.0
2016,"Cement masons, concrete finishers, & terrazzo workers","472050",38225.3,2456.21,309.0
2016,"Insulation workers","472130",38224.3,2479.79,310.0
2015,"Recreational therapists","291125",38174.6,4560.75,297.0
2016,"Miscellaneous life, physical, & social science technicians, including social science research assistants","1940YY",38157.9,1886.19,311.0
2016,"Miscellaneous construction workers, including solar photovoltaic installers, septic tank servicers & sewer pipe cleaners","47XXXX",38102.8,2751.7,312.0
2015,"Model makers, patternmakers, & molding machine setters, metal & plastic","5140XX",38086.7,2488.78,298.0
2014,"Highway maintenance workers","474051",38070.9,1748.36,294.0
2014,"Miscellaneous transportation workers, including bridge & lock tenders & traffic technicians","5360XX",38047.1,3121.07,295.0
2015,"Insulation workers","472130",38027.1,2976.24,299.0
2014,"Opticians, dispensing","292081",37962.2,2502.91,296.0
2016,"Carpenters","472031",37944.3,675.004,313.0
2016,"Model makers, patternmakers, & molding machine setters, metal & plastic","5140XX",37940.7,2124.36,314.0
2015,"Court, municipal, & license clerks","434031",37830.6,1138.48,300.0
2014,"Miscellaneous office & administrative support workers, including desktop publishers","439XXX",37824.6,847.326,297.0
2014,"Occupational therapy assistants & aides","312010",37821.5,2371.7,298.0
2015,"Extruding, forming, pressing, & compacting machine setters, operators, & tenders","519041",37818.4,3547.26,301.0
2016,"Firstline supervisors of personal service workers","391021",37787.5,3317.33,315.0
2014,"Insurance claims & policy processing clerks","439041",37765.9,1229.44,299.0
2016,"Pest control workers","372021",37765.6,1880.5,316.0
2016,"Physical therapist assistants & aides","312020",37733.8,2003.54,317.0
2016,"Paving, surfacing, & tamping equipment operators","472071",37711.8,3861.62,318.0
2015,"Furnace, kiln, oven, drier, & kettle operators & tenders","519051",37618.2,4548.23,302.0
2016,"Brickmasons, blockmasons, stonemasons, & reinforcing iron & rebar workers","472XXX",37605.0,2165.89,319.0
2015,"Human resources assistants, except payroll & timekeeping","434161",37533.8,1743.34,303.0
2015,"Miscellaneous material moving workers, including mine shuttle car operators, & tank car, truck, & ship loaders","5371XX",37253.6,2906.66,304.0
2014,"Parts salespersons","412022",37124.8,3077.08,300.0
2015,"Miscellaneous media & communication workers","273090",37100.4,2476.22,305.0
2015,"Miscellaneous law enforcement workers","3330XX",37038.5,4055.43,306.0
2016,"Miscellaneous metal workers & plastic workers, including multiple machine tool setters","514XXX",36992.0,694.674,320.0
2014,"Crushing, grinding, polishing, mixing, & blending workers","519020",36988.0,1552.56,301.0
2016,"Woodworking machine setters, operators, & tenders, except sawing","517042",36973.7,11269.9,321.0
2014,"Medical records & health information technicians","292071",36926.2,1270.8,302.0
2015,"Travel agents","413041",36923.0,1823.49,307.0
2014,"Miscellaneous material moving workers, including mine shuttle car operators, & tank car, truck, & ship loaders","5371XX",36912.5,2443.71,303.0
2014,"Automotive service technicians & mechanics","493023",36880.8,574.841,304.0
2015,"Jewelers & precious stone & metal workers","519071",36870.3,2715.82,308.0
2016,"Bookkeeping, accounting, & auditing clerks","433031",36794.8,492.946,322.0
2014,"Court, municipal, & license clerks","434031",36772.7,1373.32,305.0
2016,"Plasterers & stucco masons","472161",36762.7,5715.08,323.0
2014,"Model makers, patternmakers, & molding machine setters, metal & plastic","5140XX",36723.8,1954.72,306.0
2016,"Photographers","274021",36699.5,2271.33,324.0
2015,"Extruding & drawing machine setters, operators, & tenders, metal & plastic","514021",36694.3,3419.96,309.0
2015,"Paper goods machine setters, operators, & tenders","519196",36621.4,3245.61,310.0
2014,"Engine & other machine assemblers","512031",36476.6,3626.95,307.0
2014,"Reservation & transportation ticket agents & travel clerks","434181",36461.8,2312.24,308.0
2015,"Molders, shapers, & casters, except metal & plastic","519195",36418.9,3734.6,311.0
2016,"Parts salespersons","412022",36417.0,2490.75,325.0
2015,"Carpenters","472031",36319.5,692.009,312.0
2015,"Social & human service assistants","211093",36294.0,1140.37,313.0
2015,"Photographers","274021",36254.6,2585.25,314.0
2015,"Miscellaneous life, physical, & social science technicians, including social science research assistants","1940YY",36227.9,1456.1,315.0
2016,"Medical, dental, & ophthalmic laboratory technicians","519080",36178.2,2225.13,326.0
2015,"Licensed practical & licensed vocational nurses","292061",36166.1,695.468,316.0
2015,"Cement masons, concrete finishers, & terrazzo workers","472050",36149.4,3068.99,317.0
2016,"Licensed practical & licensed vocational nurses","292061",36116.0,633.146,327.0
2015,"Brickmasons, blockmasons, stonemasons, & reinforcing iron & rebar workers","472XXX",36047.6,1453.24,318.0
2015,"Painting workers","519120",36022.0,1384.9,319.0
2016,"Motion picture projectionists","393021",35938.3,13370.1,328.0
2015,"Information & record clerks, all other","434199",35909.3,2102.24,320.0
2014,"Physical therapist assistants & aides","312020",35822.4,1418.42,309.0
2016,"Social & human service assistants","211093",35816.5,1168.72,329.0
2015,"Miscellaneous construction workers, including solar photovoltaic installers, septic tank servicers & sewer pipe cleaners","47XXXX",35798.8,2062.33,321.0
2014,"Directors, religious activities & education","212021",35796.2,2446.71,310.0
2014,"Painting workers","519120",35786.5,1386.04,311.0
2016,"Musicians, singers, & related workers","272040",35785.8,3475.14,330.0
2016,"Machine tool cutting setters, operators, & tenders, metal & plastic","514030",35717.6,1406.95,331.0
2015,"Miscellaneous metal workers & plastic workers, including multiple machine tool setters","514XXX",35655.8,626.021,322.0
2014,"Meter readers, utilities","435041",35650.9,2468.71,312.0
2016,"Printing press operators","515112",35630.4,1091.91,332.0
2014,"Couriers & messengers","435021",35580.4,1357.76,313.0
2015,"Gaming services workers","393010",35397.9,1939.5,323.0
2015,"Weighers, measurers, checkers, & samplers, recordkeeping","435111",35389.3,2295.91,324.0
2016,"Electronic equipment installers & repairers, motor vehicles","492096",35372.7,4420.14,333.0
2014,"Licensed practical & licensed vocational nurses","292061",35372.3,492.758,314.0
2016,"Billing & posting clerks","433021",35361.8,1157.26,334.0
2014,"Miscellaneous construction workers, including solar photovoltaic installers, septic tank servicers & sewer pipe cleaners","47XXXX",35361.5,2275.55,315.0
2016,"Automotive glass installers & repairers","493022",35314.8,3406.87,335.0
2015,"Bookkeeping, accounting, & auditing clerks","433031",35270.1,487.222,325.0
2014,"Miscellaneous media & communication workers","273090",35230.1,2368.11,316.0
2016,"Miscellaneous production workers, including semiconductor processors","5191XX",35219.7,518.35,336.0
2016,"Information & record clerks, all other","434199",35217.3,1677.49,337.0
2016,"Bill & account collectors","433011",35205.3,1271.44,338.0
2015,"Reservation & transportation ticket agents & travel clerks","434181",35198.0,1597.06,326.0
2014,"Home appliance repairers","499031",35165.1,2922.75,317.0
2016,"Extruding, forming, pressing, & compacting machine setters, operators, & tenders","519041",35153.8,2556.19,339.0
2016,"Jewelers & precious stone & metal workers","519071",35063.4,3059.08,340.0
2015,"Physical therapist assistants & aides","312020",35055.7,1779.49,327.0
2015,"Automotive glass installers & repairers","493022",35040.8,3311.0,328.0
2014,"Medical, dental, & ophthalmic laboratory technicians","519080",35038.7,1759.97,318.0
2016,"Athletes, coaches, umpires, & related workers","272020",35029.7,2283.18,341.0
2016,"Correspondence clerks & order clerks","434XXX",35016.7,2368.62,342.0
2014,"Bookkeeping, accounting, & auditing clerks","433031",35003.5,396.786,319.0
2015,"Medical, dental, & ophthalmic laboratory technicians","519080",34934.8,1842.88,329.0
2016,"Upholsterers","516093",34915.9,2307.32,343.0
2015,"Miscellaneous production workers, including semiconductor processors","5191XX",34892.0,479.716,330.0
2015,"Photographic process workers & processing machine operators","519151",34885.5,4537.72,331.0
2016,"Small engine mechanics","493050",34835.8,2527.36,344.0
2016,"Secretaries & administrative assistants","436010",34826.8,270.163,345.0
2014,"Printing press operators","515112",34779.9,1143.73,320.0
2014,"Extruding, forming, pressing, & compacting machine setters, operators, & tenders","519041",34769.8,3381.92,321.0
2014,"Paper goods machine setters, operators, & tenders","519196",34742.7,2954.5,322.0
2014,"Miscellaneous metal workers & plastic workers, including multiple machine tool setters","514XXX",34724.2,626.916,323.0
2015,"Athletes, coaches, umpires, & related workers","272020",34717.2,2400.59,332.0
2014,"Information & record clerks, all other","434199",34674.9,1439.82,324.0
2015,"Couriers & messengers","435021",34666.2,1326.59,333.0
2016,"Cabinetmakers & bench carpenters","517011",34653.4,1631.63,346.0
2016,"Molders, shapers, & casters, except metal & plastic","519195",34619.6,3997.49,347.0
2015,"Printing press operators","515112",34609.7,1046.35,334.0
2014,"Animal control workers","339011",34496.7,3639.83,325.0
2014,"Jewelers & precious stone & metal workers","519071",34495.5,3442.86,326.0
2014,"Carpenters","472031",34494.5,530.032,327.0
2014,"Fishing & hunting workers","453000",34472.1,4072.87,328.0
2015,"Musicians, singers, & related workers","272040",34436.4,3357.85,335.0
2014,"Social & human service assistants","211093",34406.1,1306.34,329.0
2015,"Secretaries & administrative assistants","436010",34228.7,287.5,336.0
2015,"Parts salespersons","412022",34200.2,1882.69,337.0
2015,"Pest control workers","372021",34148.6,1680.08,338.0
2015,"Billing & posting clerks","433021",34027.6,853.519,339.0
2014,"Pest control workers","372021",33987.1,2320.82,330.0
2014,"Photographers","274021",33941.6,2148.37,331.0
2016,"Logging workers","454020",33933.6,2518.12,348.0
2016,"Couriers & messengers","435021",33909.5,1266.05,349.0
2014,"Musicians, singers, & related workers","272040",33903.8,3095.09,332.0
2015,"Machine tool cutting setters, operators, & tenders, metal & plastic","514030",33898.5,1211.51,340.0
2015,"Carpet, floor, & tile installers & finishers","472040",33822.3,2052.07,341.0
2014,"Bill & account collectors","433011",33605.8,1535.06,333.0
2015,"Bill & account collectors","433011",33602.1,1020.14,342.0
2016,"Carpet, floor, & tile installers & finishers","472040",33566.1,1342.89,350.0
2016,"Industrial truck & tractor operators","537051",33503.4,631.756,351.0
2014,"Weighers, measurers, checkers, & samplers, recordkeeping","435111",33446.0,1969.41,334.0
2014,"Molders, shapers, & casters, except metal & plastic","519195",33442.1,3100.95,335.0
2016,"Coin, vending, & amusement machine servicers & repairers","499091",33439.6,2457.19,352.0
2016,"Construction laborers","472061",33408.3,604.829,353.0
2016,"Gaming services workers","393010",33397.1,1267.39,354.0
2014,"Coin, vending, & amusement machine servicers & repairers","499091",33386.0,2745.93,336.0
2016,"Entertainers & performers, sports & related workers, all other","272099",33382.6,4878.44,355.0
2014,"Small engine mechanics","493050",33298.4,2165.77,337.0
2014,"Gaming services workers","393010",33284.0,1453.83,338.0
2014,"Miscellaneous production workers, including semiconductor processors","5191XX",33253.8,486.495,339.0
2014,"Cement masons, concrete finishers, & terrazzo workers","472050",33234.7,1866.16,340.0
2016,"Chefs & head cooks","351011",33184.1,838.023,356.0
2014,"Athletes, coaches, umpires, & related workers","272020",33181.9,2690.51,341.0
2014,"Secretaries & administrative assistants","436010",33160.2,260.127,342.0
2014,"Brickmasons, blockmasons, stonemasons, & reinforcing iron & rebar workers","472XXX",33152.7,1821.54,343.0
2014,"Cabinetmakers & bench carpenters","517011",33112.7,1952.48,344.0
2016,"Animal control workers","339011",33072.8,3569.86,357.0
2014,"Machine tool cutting setters, operators, & tenders, metal & plastic","514030",33038.1,1191.71,345.0
2015,"Logging workers","454020",33037.1,2917.23,343.0
2015,"Construction laborers","472061",33000.5,470.492,344.0
2014,"Billing & posting clerks","433021",32828.6,730.798,346.0
2016,"Refuse & recyclable material collectors","537081",32744.1,2275.19,358.0
2016,"Food processing workers, all other","513099",32714.0,1282.37,359.0
2016,"Prepress technicians & workers","515111",32668.5,2898.87,360.0
2015,"Miscellaneous woodworkers, including model makers & patternmakers","5170XX",32561.0,2713.95,345.0
2014,"Miscellaneous textile, apparel, & furnishings workers except upholsterers","51609X",32487.1,3105.01,347.0
2015,"Forest & conservation workers","454011",32458.0,4824.92,346.0
2014,"Automotive glass installers & repairers","493022",32415.0,2761.77,348.0
2015,"Entertainers & performers, sports & related workers, all other","272099",32329.1,4246.67,347.0
2015,"Etchers & engravers","519194",32244.0,5352.8,348.0
2014,"Etchers & engravers","519194",32194.9,4680.98,349.0
2015,"Electrical, electronics, & electromechanical assemblers","512020",32129.2,1332.03,349.0
2014,"Construction laborers","472061",32099.2,495.676,350.0
2016,"Proofreaders & copy markers","439081",32041.5,4542.61,361.0
2014,"Miscellaneous woodworkers, including model makers & patternmakers","5170XX",32023.8,1971.62,351.0
2016,"Health practitioner support technologists & technicians","292050",31919.0,725.317,362.0
2015,"Small engine mechanics","493050",31859.2,2884.38,350.0
2014,"Photographic process workers & processing machine operators","519151",31784.0,2546.4,352.0
2014,"Food processing workers, all other","513099",31738.1,1687.67,353.0
2015,"Food processing workers, all other","513099",31697.5,1066.82,351.0
2015,"Prepress technicians & workers","515111",31692.2,2515.38,352.0
2015,"Industrial truck & tractor operators","537051",31648.0,598.452,353.0
2016,"Painters & paperhangers","472140",31646.9,1086.49,363.0
2014,"Plasterers & stucco masons","472161",31631.1,2974.56,354.0
2016,"Print binding & finishing workers","515113",31618.6,2823.12,364.0
2015,"Cabinetmakers & bench carpenters","517011",31565.7,1879.78,354.0
2016,"Electrical, electronics, & electromechanical assemblers","512020",31553.1,808.848,365.0
2014,"Textile knitting & weaving machine setters, operators, & tenders","516063",31517.6,5911.94,355.0
2016,"Other teachers & instructors","253000",31503.5,811.157,366.0
2014,"Other teachers & instructors","253000",31497.6,805.451,356.0
2015,"Coin, vending, & amusement machine servicers & repairers","499091",31482.8,2670.69,355.0
2014,"Pharmacy aides","319095",31478.4,3669.76,357.0
2014,"Industrial truck & tractor operators","537051",31403.7,613.048,358.0
2016,"Etchers & engravers","519194",31388.3,4443.6,367.0
2015,"Correspondence clerks & order clerks","434XXX",31371.7,1568.93,356.0
2015,"Miscellaneous assemblers & fabricators","512090",31367.7,512.413,357.0
2014,"Logging workers","454020",31365.9,1940.88,359.0
2016,"Roofers","472181",31355.1,1653.88,368.0
2015,"Paving, surfacing, & tamping equipment operators","472071",31322.4,5502.79,358.0
2015,"Chefs & head cooks","351011",31318.9,749.065,359.0
2015,"Drywall installers, ceiling tile installers, & tapers","472080",31311.6,1559.56,360.0
2016,"Dancers & choreographers","272030",31262.1,6426.09,369.0
2016,"Customer service representatives","434051",31254.3,414.772,370.0
2015,"Upholsterers","516093",31229.5,2402.87,361.0
2016,"Miscellaneous assemblers & fabricators","512090",31132.8,448.88,371.0
2015,"Adhesive bonding machine operators & tenders","519191",31119.6,3925.34,362.0
2016,"Ambulance drivers & attendants, except emergency medical technicians","533011",31095.0,9234.35,372.0
2015,"Miscellaneous textile, apparel, & furnishings workers except upholsterers","51609X",31041.4,3486.88,363.0
2016,"Drywall installers, ceiling tile installers, & tapers","472080",31011.2,1124.09,373.0
2014,"Chefs & head cooks","351011",31005.1,645.947,360.0
2014,"Carpet, floor, & tile installers & finishers","472040",30990.6,1502.99,361.0
2016,"Miscellaneous woodworkers, including model makers & patternmakers","5170XX",30943.0,2883.91,374.0
2014,"Drywall installers, ceiling tile installers, & tapers","472080",30927.7,1360.33,362.0
2014,"Animal trainers","392011",30924.7,6229.61,363.0
2015,"Health practitioner support technologists & technicians","292050",30875.4,598.706,364.0
2016,"Security guards & gaming surveillance officers","339030",30869.5,571.133,375.0
2015,"Food & tobacco roasting, baking, & drying machine operators & tenders","513091",30855.1,3705.07,365.0
2016,"Word processors & typists","439022",30689.4,861.805,376.0
2016,"Miscellaneous textile, apparel, & furnishings workers except upholsterers","51609X",30527.3,3889.75,377.0
2014,"Correspondence clerks & order clerks","434XXX",30487.8,1661.28,364.0
2015,"Word processors & typists","439022",30435.8,1064.27,366.0
2016,"Machine feeders & offbearers","537063",30355.0,7327.9,378.0
2016,"Interviewers, except eligibility & loan","434111",30343.2,1530.14,379.0
2015,"Plasterers & stucco masons","472161",30285.5,2002.22,367.0
2016,"Office clerks, general","439061",30255.7,464.71,380.0
2015,"Security guards & gaming surveillance officers","339030",30158.2,597.694,368.0
2014,"Miscellaneous assemblers & fabricators","512090",30145.9,441.449,365.0
2014,"Telephone operators","432021",30127.4,5271.11,366.0
2014,"Security guards & gaming surveillance officers","339030",30114.5,550.487,367.0
2015,"Dancers & choreographers","272030",30100.6,4227.45,369.0
2016,"Military enlisted tactical operations & air/weapons specialists & crew members","553010",29971.2,1570.36,381.0
2016,"Shipping, receiving, & traffic clerks","435071",29966.9,511.205,382.0
2015,"Roofers","472181",29813.4,1177.43,370.0
2015,"Miscellaneous vehicle & mobile equipment mechanics, installers, & repairers","493090",29799.2,2841.68,371.0
2016,"Fence erectors","474031",29776.8,2433.38,383.0
2015,"Other teachers & instructors","253000",29761.9,774.901,372.0
2015,"Customer service representatives","434051",29728.0,339.182,373.0
2016,"Telephone operators","432021",29668.3,3273.5,384.0
2016,"Phlebotomists","319097",29659.2,1011.55,385.0
2015,"Baggage porters, bellhops, & concierges","396010",29647.9,2008.55,374.0
2014,"Customer service representatives","434051",29642.9,424.883,368.0
2014,"Upholsterers","516093",29633.4,2134.89,369.0
2014,"Painters & paperhangers","472140",29542.6,796.232,370.0
2016,"Butchers & other meat, poultry, & fish processing workers","513020",29495.9,1082.17,386.0
2016,"Furniture finishers","517021",29457.2,3003.96,387.0
2014,"Word processors & typists","439022",29422.1,717.246,371.0
2015,"Painters & paperhangers","472140",29398.9,765.346,375.0
2016,"Dental assistants","319091",29383.6,851.021,388.0
2016,"Medical assistants","319092",29381.6,590.313,389.0
2016,"Textile knitting & weaving machine setters, operators, & tenders","516063",29370.5,3193.6,390.0
2016,"Data entry keyers","439021",29352.7,1111.08,391.0
2015,"Office clerks, general","439061",29237.9,478.587,376.0
2014,"Proofreaders & copy markers","439081",29228.0,3814.99,372.0
2015,"Shipping, receiving, & traffic clerks","435071",29166.8,484.314,377.0
2014,"Shipping, receiving, & traffic clerks","435071",29131.0,610.673,373.0
2016,"Adhesive bonding machine operators & tenders","519191",29102.8,6079.61,392.0
2015,"Furniture finishers","517021",29072.6,2035.62,378.0
2016,"Sawing machine setters, operators, & tenders, wood","517041",29057.9,2061.43,393.0
2014,"Furniture finishers","517021",29048.5,2780.17,374.0
2014,"Office clerks, general","439061",28988.4,489.818,375.0
2015,"Refuse & recyclable material collectors","537081",28984.6,1693.23,379.0
2015,"Pharmacy aides","319095",28950.7,2925.54,380.0
2015,"Dental assistants","319091",28861.1,933.104,381.0
2015,"Interviewers, except eligibility & loan","434111",28825.6,1204.53,382.0
2014,"Refuse & recyclable material collectors","537081",28805.3,1747.03,376.0
2016,"Retail salespersons","412031",28596.2,449.878,394.0
2014,"Medical assistants","319092",28594.1,676.17,377.0
2014,"Adhesive bonding machine operators & tenders","519191",28557.1,5254.07,378.0
2015,"Animal trainers","392011",28467.2,2717.57,383.0
2014,"Roofers","472181",28428.7,1269.82,379.0
2016,"Baggage porters, bellhops, & concierges","396010",28406.0,1636.24,395.0
2014,"Electrical, electronics, & electromechanical assemblers","512020",28405.8,935.818,380.0
2015,"Butchers & other meat, poultry, & fish processing workers","513020",28367.8,866.546,384.0
2014,"Data entry keyers","439021",28365.9,985.087,381.0
2015,"Print binding & finishing workers","515113",28320.4,1989.31,385.0
2015,"Religious workers, all other","212099",28289.3,2050.14,386.0
2015,"Data entry keyers","439021",28287.6,729.198,387.0
2016,"Bus drivers","533020",28262.7,570.956,396.0
2015,"Medical assistants","319092",28240.7,599.242,388.0
2016,"Healthcare support workers, all other, including medical equipment preparers","31909X",28225.9,1270.22,397.0
2014,"Interviewers, except eligibility & loan","434111",28210.6,1318.45,382.0
2014,"Phlebotomists","319097",28170.5,1030.48,383.0
2015,"Cutting workers","519030",28127.9,1785.35,389.0
2016,"Food batchmakers","513092",28078.9,2330.17,398.0
2014,"Food & tobacco roasting, baking, & drying machine operators & tenders","513091",27941.2,4436.13,384.0
2015,"Phlebotomists","319097",27936.7,799.698,390.0
2014,"Religious workers, all other","212099",27852.6,1613.29,385.0
2016,"Animal trainers","392011",27774.6,3661.44,399.0
2014,"Textile winding, twisting, & drawing out machine setters, operators, & tenders","516064",27688.7,3137.45,386.0
2014,"Butchers & other meat, poultry, & fish processing workers","513020",27688.1,887.403,387.0
2014,"Medical transcriptionists","319094",27626.1,1530.76,388.0
2014,"Dental assistants","319091",27577.4,619.478,389.0
2016,"Packaging & filling machine operators & tenders","519111",27554.4,1185.8,400.0
2015,"Gaming cage workers","433041",27508.5,3721.84,391.0
2015,"Switchboard operators, including answering service","432011",27494.4,2265.79,392.0
2015,"Retail salespersons","412031",27442.1,373.951,393.0
2016,"Gaming cage workers","433041",27429.6,3422.89,401.0
2014,"Forest & conservation workers","454011",27423.3,2892.21,390.0
2014,"Transportation attendants, except flight attendants","536061",27410.6,3203.27,391.0
2016,"Food & tobacco roasting, baking, & drying machine operators & tenders","513091",27398.9,5482.74,402.0
2015,"Fence erectors","474031",27312.4,2490.0,394.0
2014,"Print binding & finishing workers","515113",27298.1,2498.55,392.0
2015,"Bus drivers","533020",27270.0,634.865,395.0
2015,"Tailors, dressmakers, & sewers","516050",27171.7,3340.03,396.0
2015,"Helpers, construction trades","473010",27119.2,2836.01,397.0
2014,"Machine feeders & offbearers","537063",27116.7,3784.89,393.0
2015,"Textile knitting & weaving machine setters, operators, & tenders","516063",27112.5,2434.89,398.0
2016,"Switchboard operators, including answering service","432011",27100.5,2488.47,403.0
2014,"Retail salespersons","412031",27074.9,407.643,394.0
2016,"Miscellaneous vehicle & mobile equipment mechanics, installers, & repairers","493090",26961.6,1453.49,404.0
2014,"Fence erectors","474031",26904.1,3244.14,395.0
2015,"Firstline supervisors of food preparation & serving workers","351012",26865.8,934.18,399.0
2014,"Ambulance drivers & attendants, except emergency medical technicians","533011",26819.3,3878.02,396.0
2016,"Tailors, dressmakers, & sewers","516050",26787.7,2222.5,405.0
2015,"Proofreaders & copy markers","439081",26740.4,3888.24,400.0
2016,"Cutting workers","519030",26715.9,1790.1,406.0
2016,"Firstline supervisors of food preparation & serving workers","351012",26705.6,626.264,407.0
2014,"Baggage porters, bellhops, & concierges","396010",26653.8,1315.53,397.0
2016,"Counter & rental clerks","412021",26593.7,1824.03,408.0
2015,"Sawing machine setters, operators, & tenders, wood","517041",26484.6,1845.0,401.0
2014,"Bus drivers","533020",26482.0,645.339,398.0
2015,"File clerks","434071",26434.3,859.185,402.0
2015,"Medical transcriptionists","319094",26410.8,1429.11,403.0
2016,"Pharmacy aides","319095",26366.3,2987.0,409.0
2016,"Shoe & leather workers","516040",26361.7,3577.61,410.0
2014,"Sawing machine setters, operators, & tenders, wood","517041",26354.4,2076.89,399.0
2014,"Taxi drivers & chauffeurs","533041",26268.3,780.49,400.0
2015,"Telephone operators","432021",26267.3,2015.22,404.0
2015,"Military enlisted tactical operations & air/weapons specialists & crew members","553010",26263.5,1244.57,405.0
2015,"Healthcare support workers, all other, including medical equipment preparers","31909X",26211.4,1058.31,406.0
2014,"Tailors, dressmakers, & sewers","516050",26159.7,2029.72,401.0
2016,"Helpersinstallation, maintenance, & repair workers ","499098",26093.8,3608.6,411.0
2015,"Ambulance drivers & attendants, except emergency medical technicians","533011",26022.9,3345.38,407.0
2016,"File clerks","434071",26021.7,930.101,412.0
2015,"Taxi drivers & chauffeurs","533041",25987.2,1187.29,408.0
